folio;folio_integrante;resultado_ent1;resultado_ent2;resultado_ent3;resultado_ent4;entidad;desc_ent;municipio;desc_mun;region;edad;sexo;peso_tortilla_maiz;peso_tortilla_trigo;consumo_semejante;ponderador;estrato;estrato_seleccion;upm;grupo
2022_09010032;2022_09010032_02;1;0;0;0;9;09 CIUDAD DE MÉXICO;10;010 ÁLVARO OBREGÓN;Cd./Edo México;79;Hombre;30.0;;Igual;343561.417388075;Metropolitano (100mil y + Hab);93;0901000010328;Adolescentes y Adultos
2022_09010035;2022_09010035_02;1;0;0;0;9;09 CIUDAD DE MÉXICO;10;010 ÁLVARO OBREGÓN;Cd./Edo México;82;Mujer;33.0;;Igual;66874.675314818;Metropolitano (100mil y + Hab);93;0901000010328;Adolescentes y Adultos
2022_09012016;2022_09012016_01;1;0;0;0;9;09 CIUDAD DE MÉXICO;12;012 TLALPAN;Cd./Edo México;64;Mujer;28.0;;Menor;131180.154063869;Metropolitano (100mil y + Hab);93;0901200010820;Adolescentes y Adultos
2022_09013002;2022_09013002_01;1;0;0;0;9;09 CIUDAD DE MÉXICO;13;013 XOCHIMILCO;Cd./Edo México;60;Hombre;54.0;;Menor;646138.372601341;Metropolitano (100mil y + Hab);93;0901300010419;Adolescentes y Adultos
2022_09015022;2022_09015022_02;1;0;0;0;9;09 CIUDAD DE MÉXICO;15;015 CUAUHTÉMOC;Cd./Edo México;49;Mujer;26.0;;Igual;378023.930908198;Metropolitano (100mil y + Hab);93;0901500010470;Adolescentes y Adultos
2022_09016030;2022_09016030_03;1;0;0;0;9;09 CIUDAD DE MÉXICO;16;016 MIGUEL HIDALGO;Cd./Edo México;15;Hombre;;;Igual;279226.706861655;Metropolitano (100mil y + Hab);93;0901600010139;Adolescentes y Adultos
2022_09017007;2022_09017007_04;1;0;0;0;9;09 CIUDAD DE MÉXICO;17;017 VENUSTIANO CARRANZA;Cd./Edo México;18;Mujer;999.0;;Igual;363138.245855268;Metropolitano (100mil y + Hab);93;090170001023A;Adolescentes y Adultos
2022_09017020;2022_09017020_02;1;0;0;0;9;09 CIUDAD DE MÉXICO;17;017 VENUSTIANO CARRANZA;Cd./Edo México;32;Mujer;26.0;;Igual;292394.329378673;Metropolitano (100mil y + Hab);93;090170001023A;Adolescentes y Adultos
2022_09017028;2022_09017028_03;1;0;0;0;9;09 CIUDAD DE MÉXICO;17;017 VENUSTIANO CARRANZA;Cd./Edo México;55;Mujer;;;Menor;180524.704957131;Metropolitano (100mil y + Hab);93;090170001023A;Adolescentes y Adultos
2022_09017037;2022_09017037_06;1;0;0;0;9;09 CIUDAD DE MÉXICO;17;017 VENUSTIANO CARRANZA;Cd./Edo México;24;Mujer;24.0;;Menor;430025.719045248;Metropolitano (100mil y + Hab);93;0901700010460;Adolescentes y Adultos
2022_10005002;2022_10005002_01;8;1;0;0;10;10 DURANGO;5;005 DURANGO;Centro Norte;70;Mujer;29.0;;Igual;14588.2747080563;Metropolitano (100mil y + Hab);103;1000500012172;Adolescentes y Adultos
2022_10005004;2022_10005004_04;1;0;0;0;10;10 DURANGO;5;005 DURANGO;Centro Norte;18;Hombre;26.0;42.0;Igual;24482.2266365985;Metropolitano (100mil y + Hab);103;1000500012172;Adolescentes y Adultos
2022_10005019;2022_10005019_01;1;0;0;0;10;10 DURANGO;5;005 DURANGO;Centro Norte;34;Hombre;22.0;;Mayor;67762.2780349697;Metropolitano (100mil y + Hab);103;1000500012172;Adolescentes y Adultos
2022_10005029;2022_10005029_02;1;0;0;0;10;10 DURANGO;5;005 DURANGO;Centro Norte;71;Mujer;25.0;32.0;Igual;24831.1058860533;Metropolitano (100mil y + Hab);103;1000500012172;Adolescentes y Adultos
2022_10005044;2022_10005044_01;2;1;0;0;10;10 DURANGO;5;005 DURANGO;Centro Norte;62;Mujer;28.0;;Igual;11882.313105383;Metropolitano (100mil y + Hab);103;1000500014215;Adolescentes y Adultos
2022_10005054;2022_10005054_02;1;0;0;0;10;10 DURANGO;5;005 DURANGO;Centro Norte;56;Mujer;30.0;;Igual;40632.2116756286;Metropolitano (100mil y + Hab);103;1000500014215;Adolescentes y Adultos
2022_10007016;2022_10007016_02;2;1;0;0;10;10 DURANGO;7;007 GÓMEZ PALACIO;Centro Norte;36;Mujer;16.0;;Igual;43694.8393661049;Metropolitano (100mil y + Hab);103;1000700012181;Adolescentes y Adultos
2022_10007016;2022_10007016_04;1;0;0;0;10;10 DURANGO;7;007 GÓMEZ PALACIO;Centro Norte;19;Hombre;19.0;;Igual;47524.3222945734;Metropolitano (100mil y + Hab);103;1000700012181;Adolescentes y Adultos
2022_10007024;2022_10007024_01;6;1;0;0;10;10 DURANGO;7;007 GÓMEZ PALACIO;Centro Norte;45;Hombre;30.0;;Igual;52699.6160524161;Metropolitano (100mil y + Hab);103;1000700012389;Adolescentes y Adultos
2022_10007024;2022_10007024_02;1;0;0;0;10;10 DURANGO;7;007 GÓMEZ PALACIO;Centro Norte;41;Mujer;26.0;;Igual;21975.71031625;Metropolitano (100mil y + Hab);103;1000700012389;Adolescentes y Adultos
2022_10007024;2022_10007024_03;1;0;0;0;10;10 DURANGO;7;007 GÓMEZ PALACIO;Centro Norte;19;Mujer;26.0;;Igual;163109.633903657;Metropolitano (100mil y + Hab);103;1000700012389;Adolescentes y Adultos
2022_10007046;2022_10007046_03;2;2;1;0;10;10 DURANGO;7;007 GÓMEZ PALACIO;Centro Norte;19;Hombre;26.0;;Igual;36166.9257131568;Metropolitano (100mil y + Hab);103;1000700012389;Adolescentes y Adultos
2022_10007057;2022_10007057_01;1;0;0;0;10;10 DURANGO;7;007 GÓMEZ PALACIO;Centro Norte;83;Hombre;29.0;;Igual;63788.3640729399;Rural  ( <2500 Hab );101;1000700001056;Adolescentes y Adultos
2022_10007060;2022_10007060_02;1;0;0;0;10;10 DURANGO;7;007 GÓMEZ PALACIO;Centro Norte;45;Mujer;36.0;;Menor;16992.5187534147;Rural  ( <2500 Hab );101;1000700001056;Adolescentes y Adultos
2022_10008014;2022_10008014_03;1;0;0;0;10;10 DURANGO;8;008 GUADALUPE VICTORIA;Centro Norte;30;Hombre;29.0;;Igual;61237.0291686505;Urbano ( 2500-99,999 Hab);102;1000800010498;Adolescentes y Adultos
2022_10008016;2022_10008016_05;1;0;0;0;10;10 DURANGO;8;008 GUADALUPE VICTORIA;Centro Norte;18;Hombre;;;Igual;10216.5819431505;Urbano ( 2500-99,999 Hab);102;1000800010498;Adolescentes y Adultos
2022_10008025;2022_10008025_01;1;0;0;0;10;10 DURANGO;8;008 GUADALUPE VICTORIA;Centro Norte;72;Hombre;25.0;36.0;Igual;143015.998228121;Urbano ( 2500-99,999 Hab);102;1000800010498;Adolescentes y Adultos
2022_10012041;2022_10012041_02;1;0;0;0;10;10 DURANGO;12;012 LERDO;Centro Norte;32;Hombre;27.0;52.0;Menor;87834.5498426071;Urbano ( 2500-99,999 Hab);102;1001200281200;Adolescentes y Adultos
2022_10012062;2022_10012062_02;1;0;0;0;10;10 DURANGO;12;012 LERDO;Centro Norte;54;Mujer;22.0;;Igual;40686.9584785745;Urbano ( 2500-99,999 Hab);102;1001200281200;Adolescentes y Adultos
2022_10028019;2022_10028019_03;1;0;0;0;10;10 DURANGO;28;028 SAN JUAN DEL RÍO;Centro Norte;14;Mujer;99.0;;Igual;116235.910867382;Rural  ( <2500 Hab );101;1002800000255;Adolescentes y Adultos
2022_10028020;2022_10028020_01;2;1;0;0;10;10 DURANGO;28;028 SAN JUAN DEL RÍO;Centro Norte;77;Mujer;45.0;71.0;Igual;21912.3147830983;Rural  ( <2500 Hab );101;1002800000255;Adolescentes y Adultos
2022_11001006;2022_11001006_01;1;0;0;0;11;11 GUANAJUATO;1;001 ABASOLO;Centro Norte;56;Mujer;30.0;;Igual;11002.509466819;Rural  ( <2500 Hab );111;1100100000010;Adolescentes y Adultos
2022_11001013;2022_11001013_02;1;0;0;0;11;11 GUANAJUATO;1;001 ABASOLO;Centro Norte;48;Mujer;20.0;;Mayor;22005.018933638;Rural  ( <2500 Hab );111;1100100000010;Adolescentes y Adultos
2022_11001013;2022_11001013_06;1;0;0;0;11;11 GUANAJUATO;1;001 ABASOLO;Centro Norte;14;Hombre;20.0;;Menor;26312.5579649135;Rural  ( <2500 Hab );111;1100100000010;Adolescentes y Adultos
2022_11001017;2022_11001017_01;1;0;0;0;11;11 GUANAJUATO;1;001 ABASOLO;Centro Norte;75;Hombre;24.0;;Menor;15860.9306217089;Rural  ( <2500 Hab );111;1100100000010;Adolescentes y Adultos
2022_11001028;2022_11001028_02;1;0;0;0;11;11 GUANAJUATO;1;001 ABASOLO;Centro Norte;68;Mujer;35.0;;Igual;30634.4381232999;Rural  ( <2500 Hab );111;1100100000082;Adolescentes y Adultos
2022_11003014;2022_11003014_04;1;0;0;0;11;11 GUANAJUATO;3;003 SAN MIGUEL DE ALLENDE;Centro Norte;23;Mujer;24.0;999.0;Igual;75355.854329501;Urbano ( 2500-99,999 Hab);112;1100300010570;Adolescentes y Adultos
2022_11003021;2022_11003021_03;1;0;0;0;11;11 GUANAJUATO;3;003 SAN MIGUEL DE ALLENDE;Centro Norte;15;Hombre;24.0;;Igual;129651.276576172;Urbano ( 2500-99,999 Hab);112;1100300010570;Adolescentes y Adultos
2022_11003044;2022_11003044_03;1;0;0;0;11;11 GUANAJUATO;3;003 SAN MIGUEL DE ALLENDE;Centro Norte;14;Mujer;23.0;;Mayor;12439.66828164;Rural  ( <2500 Hab );111;1100300000053;Adolescentes y Adultos
2022_11003048;2022_11003048_02;1;0;0;0;11;11 GUANAJUATO;3;003 SAN MIGUEL DE ALLENDE;Centro Norte;39;Mujer;29.0;;Menor;31989.5209450365;Rural  ( <2500 Hab );111;1100300000053;Adolescentes y Adultos
2022_11003051;2022_11003051_03;1;0;0;0;11;11 GUANAJUATO;3;003 SAN MIGUEL DE ALLENDE;Centro Norte;30;Mujer;44.0;15.0;Igual;31989.5209450365;Rural  ( <2500 Hab );111;1100300000053;Adolescentes y Adultos
2022_11003058;2022_11003058_01;1;0;0;0;11;11 GUANAJUATO;3;003 SAN MIGUEL DE ALLENDE;Centro Norte;47;Hombre;22.0;;Igual;9894.97608588538;Rural  ( <2500 Hab );111;1100300000053;Adolescentes y Adultos
2022_11003069;2022_11003069_01;1;0;0;0;11;11 GUANAJUATO;3;003 SAN MIGUEL DE ALLENDE;Centro Norte;48;Hombre;32.0;;Igual;9894.97608588538;Rural  ( <2500 Hab );111;1100300000053;Adolescentes y Adultos
2022_11005001;2022_11005001_01;1;0;0;0;11;11 GUANAJUATO;5;005 APASEO EL GRANDE;Centro Norte;58;Hombre;26.0;;Igual;26735.0993805347;Urbano ( 2500-99,999 Hab);112;110050051058A;Adolescentes y Adultos
2022_11005002;2022_11005002_02;1;0;0;0;11;11 GUANAJUATO;5;005 APASEO EL GRANDE;Centro Norte;45;Mujer;24.0;;Igual;15743.740823805;Urbano ( 2500-99,999 Hab);112;110050051058A;Adolescentes y Adultos
2022_11005005;2022_11005005_02;1;0;0;0;11;11 GUANAJUATO;5;005 APASEO EL GRANDE;Centro Norte;65;Hombre;22.0;;Igual;26735.0993805347;Urbano ( 2500-99,999 Hab);112;110050051058A;Adolescentes y Adultos
2022_11005011;2022_11005011_01;1;0;0;0;11;11 GUANAJUATO;5;005 APASEO EL GRANDE;Centro Norte;74;Hombre;25.0;;Igual;32741.6952101845;Urbano ( 2500-99,999 Hab);112;110050051058A;Adolescentes y Adultos
2022_11005033;2022_11005033_01;1;0;0;0;11;11 GUANAJUATO;5;005 APASEO EL GRANDE;Centro Norte;46;Hombre;;0.0;Igual;26027.1774681782;Urbano ( 2500-99,999 Hab);112;110050051058A;Adolescentes y Adultos
2022_11005034;2022_11005034_04;1;0;0;0;11;11 GUANAJUATO;5;005 APASEO EL GRANDE;Centro Norte;20;Mujer;26.0;;Igual;46349.9081026876;Urbano ( 2500-99,999 Hab);112;110050051058A;Adolescentes y Adultos
2022_11007032;2022_11007032_02;1;0;0;0;11;11 GUANAJUATO;7;007 CELAYA;Centro Norte;46;Mujer;22.0;;Igual;32578.6049909174;Metropolitano (100mil y + Hab);113;1100700010777;Adolescentes y Adultos
2022_11007042;2022_11007042_01;1;0;0;0;11;11 GUANAJUATO;7;007 CELAYA;Centro Norte;58;Hombre;22.0;;Igual;66413.2451943851;Metropolitano (100mil y + Hab);113;1100700011099;Adolescentes y Adultos
2022_11007044;2022_11007044_04;1;0;0;0;11;11 GUANAJUATO;7;007 CELAYA;Centro Norte;17;Mujer;23.0;;Igual;98873.2552209603;Metropolitano (100mil y + Hab);113;1100700011099;Adolescentes y Adultos
2022_11007065;2022_11007065_01;1;0;0;0;11;11 GUANAJUATO;7;007 CELAYA;Centro Norte;83;Hombre;25.0;;Igual;37939.6444543898;Metropolitano (100mil y + Hab);113;1100700011099;Adolescentes y Adultos
2022_11007079;2022_11007079_01;1;0;0;0;11;11 GUANAJUATO;7;007 CELAYA;Centro Norte;64;Hombre;23.0;;Igual;53684.0077780477;Metropolitano (100mil y + Hab);113;1100700011173;Adolescentes y Adultos
2022_11007091;2022_11007091_02;1;0;0;0;11;11 GUANAJUATO;7;007 CELAYA;Centro Norte;30;Mujer;27.0;;Igual;121794.548353532;Metropolitano (100mil y + Hab);113;1100700011173;Adolescentes y Adultos
2022_11009011;2022_11009011_02;1;0;0;0;11;11 GUANAJUATO;9;009 COMONFORT;Centro Norte;71;Mujer;24.0;;Igual;38435.7799925422;Urbano ( 2500-99,999 Hab);112;1100900250220;Adolescentes y Adultos
2022_11009015;2022_11009015_01;1;0;0;0;11;11 GUANAJUATO;9;009 COMONFORT;Centro Norte;68;Mujer;26.0;;Igual;13156.8631512933;Urbano ( 2500-99,999 Hab);112;1100900250220;Adolescentes y Adultos
2022_11009025;2022_11009025_03;1;0;0;0;11;11 GUANAJUATO;9;009 COMONFORT;Centro Norte;41;Mujer;26.0;;Igual;11951.694832167;Urbano ( 2500-99,999 Hab);112;1100900250220;Adolescentes y Adultos
2022_11009027;2022_11009027_02;1;0;0;0;11;11 GUANAJUATO;9;009 COMONFORT;Centro Norte;47;Mujer;26.0;;Igual;23712.921893704;Urbano ( 2500-99,999 Hab);112;1100900250220;Adolescentes y Adultos
2022_11009029;2022_11009029_02;1;0;0;0;11;11 GUANAJUATO;9;009 COMONFORT;Centro Norte;22;Mujer;0.0;;Igual;23903.389664334;Urbano ( 2500-99,999 Hab);112;1100900250220;Adolescentes y Adultos
2022_11014013;2022_11014013_03;1;0;0;0;11;11 GUANAJUATO;14;014 DOLORES HIDALGO CUNA DE LA INDEPEN;Centro Norte;49;Mujer;26.0;;Menor;47896.8950676295;Urbano ( 2500-99,999 Hab);112;1101400010288;Adolescentes y Adultos
2022_11014017;2022_11014017_03;1;0;0;0;11;11 GUANAJUATO;14;014 DOLORES HIDALGO CUNA DE LA INDEPEN;Centro Norte;21;Mujer;27.0;;Igual;16093.871401219;Urbano ( 2500-99,999 Hab);112;1101400010288;Adolescentes y Adultos
2022_11014023;2022_11014023_03;1;0;0;0;11;11 GUANAJUATO;14;014 DOLORES HIDALGO CUNA DE LA INDEPEN;Centro Norte;30;Mujer;36.0;;Igual;20050.5042373991;Urbano ( 2500-99,999 Hab);112;1101400010288;Adolescentes y Adultos
2022_11014030;2022_11014030_03;1;0;0;0;11;11 GUANAJUATO;14;014 DOLORES HIDALGO CUNA DE LA INDEPEN;Centro Norte;18;Mujer;0.0;;Igual;25938.2349082684;Urbano ( 2500-99,999 Hab);112;1101400010288;Adolescentes y Adultos
2022_11014051;2022_11014051_02;1;0;0;0;11;11 GUANAJUATO;14;014 DOLORES HIDALGO CUNA DE LA INDEPEN;Centro Norte;48;Mujer;22.0;;Menor;24168.6647177111;Rural  ( <2500 Hab );111;110140000017A;Adolescentes y Adultos
2022_11014061;2022_11014061_02;1;0;0;0;11;11 GUANAJUATO;14;014 DOLORES HIDALGO CUNA DE LA INDEPEN;Centro Norte;79;Mujer;25.0;;Menor;41409.8361384006;Rural  ( <2500 Hab );111;110140000017A;Adolescentes y Adultos
2022_11014065;2022_11014065_01;1;0;0;0;11;11 GUANAJUATO;14;014 DOLORES HIDALGO CUNA DE LA INDEPEN;Centro Norte;40;Hombre;32.0;;Igual;171429.768865016;Rural  ( <2500 Hab );111;110140000017A;Adolescentes y Adultos
2022_11015001;2022_11015001_03;1;0;0;0;11;11 GUANAJUATO;15;015 GUANAJUATO;Centro Norte;27;Mujer;22.0;22.0;Menor;28477.2113404903;Urbano ( 2500-99,999 Hab);112;1101500670603;Adolescentes y Adultos
2022_11015015;2022_11015015_02;2;1;0;0;11;11 GUANAJUATO;15;015 GUANAJUATO;Centro Norte;46;Hombre;25.0;;Igual;34266.4310165412;Urbano ( 2500-99,999 Hab);112;1101500670603;Adolescentes y Adultos
2022_11015018;2022_11015018_03;1;0;0;0;11;11 GUANAJUATO;15;015 GUANAJUATO;Centro Norte;22;Mujer;26.0;;Igual;40681.7304864147;Urbano ( 2500-99,999 Hab);112;1101500670603;Adolescentes y Adultos
2022_11016006;2022_11016006_02;1;0;0;0;11;11 GUANAJUATO;16;016 HUANÍMARO;Centro Norte;31;Mujer;35.0;;Menor;72928.4878744443;Rural  ( <2500 Hab );111;1101600000013;Adolescentes y Adultos
2022_11017029;2022_11017029_01;1;0;0;0;11;11 GUANAJUATO;17;017 IRAPUATO;Centro Norte;41;Hombre;30.0;;Igual;110537.026981598;Metropolitano (100mil y + Hab);113;1101700010896;Adolescentes y Adultos
2022_11017045;2022_11017045_02;1;0;0;0;11;11 GUANAJUATO;17;017 IRAPUATO;Centro Norte;53;Mujer;26.0;;Igual;37342.5987202097;Metropolitano (100mil y + Hab);113;1101700011199;Adolescentes y Adultos
2022_11017058;2022_11017058_01;1;0;0;0;11;11 GUANAJUATO;17;017 IRAPUATO;Centro Norte;59;Hombre;26.0;32.0;Menor;48953.1759088205;Metropolitano (100mil y + Hab);113;1101700011199;Adolescentes y Adultos
2022_11017063;2022_11017063_01;1;0;0;0;11;11 GUANAJUATO;17;017 IRAPUATO;Centro Norte;72;Mujer;26.0;;Igual;24247.5426370116;Metropolitano (100mil y + Hab);113;1101700011199;Adolescentes y Adultos
2022_11017072;2022_11017072_02;1;0;0;0;11;11 GUANAJUATO;17;017 IRAPUATO;Centro Norte;33;Mujer;22.0;999.0;Igual;43903.3143466036;Metropolitano (100mil y + Hab);113;1101700011216;Adolescentes y Adultos
2022_11017084;2022_11017084_01;1;0;0;0;11;11 GUANAJUATO;17;017 IRAPUATO;Centro Norte;74;Hombre;28.0;;Igual;47187.1897046246;Metropolitano (100mil y + Hab);113;1101700011216;Adolescentes y Adultos
2022_11017088;2022_11017088_01;1;0;0;0;11;11 GUANAJUATO;17;017 IRAPUATO;Centro Norte;59;Hombre;28.0;;Igual;49034.3073000034;Metropolitano (100mil y + Hab);113;1101700011216;Adolescentes y Adultos
2022_11017088;2022_11017088_05;1;0;0;0;11;11 GUANAJUATO;17;017 IRAPUATO;Centro Norte;18;Mujer;28.0;32.0;Menor;73000.221056298;Metropolitano (100mil y + Hab);113;1101700011216;Adolescentes y Adultos
2022_11018004;2022_11018004_02;1;0;0;0;11;11 GUANAJUATO;18;018 JARAL DEL PROGRESO;Centro Norte;51;Mujer;25.0;;Mayor;30796.6290454282;Urbano ( 2500-99,999 Hab);112;1101800010126;Adolescentes y Adultos
2022_11018005;2022_11018005_03;1;0;0;0;11;11 GUANAJUATO;18;018 JARAL DEL PROGRESO;Centro Norte;17;Hombre;19.0;;Igual;65695.5358573409;Urbano ( 2500-99,999 Hab);112;1101800010126;Adolescentes y Adultos
2022_11018013;2022_11018013_01;1;0;0;0;11;11 GUANAJUATO;18;018 JARAL DEL PROGRESO;Centro Norte;73;Mujer;21.0;;Igual;16936.2511864881;Urbano ( 2500-99,999 Hab);112;1101800010126;Adolescentes y Adultos
2022_11018027;2022_11018027_01;1;0;0;0;11;11 GUANAJUATO;18;018 JARAL DEL PROGRESO;Centro Norte;30;Mujer;21.0;;Menor;16122.9525889125;Urbano ( 2500-99,999 Hab);112;1101800010126;Adolescentes y Adultos
2022_11020025;2022_11020025_01;2;2;2;1;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;64;Mujer;0.0;;Mayor;25268.3031608606;Metropolitano (100mil y + Hab);113;1102000010622;Adolescentes y Adultos
2022_11020038;2022_11020038_01;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;80;Mujer;23.0;;Igual;22900.8623916215;Metropolitano (100mil y + Hab);113;1102000010745;Adolescentes y Adultos
2022_11020044;2022_11020044_02;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;34;Hombre;22.0;26.0;Igual;181957.899413864;Metropolitano (100mil y + Hab);113;1102000010745;Adolescentes y Adultos
2022_11020065;2022_11020065_06;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;60;Hombre;20.0;;Igual;61633.9923496999;Metropolitano (100mil y + Hab);113;1102000010995;Adolescentes y Adultos
2022_11020083;2022_11020083_02;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;44;Mujer;24.0;;Igual;24145.8579826244;Metropolitano (100mil y + Hab);113;1102000010995;Adolescentes y Adultos
2022_11020102;2022_11020102_02;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;36;Mujer;999.9;;Igual;56259.5908550445;Metropolitano (100mil y + Hab);113;1102000012188;Adolescentes y Adultos
2022_11020103;2022_11020103_03;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;18;Mujer;24.0;;Igual;38994.2865172747;Metropolitano (100mil y + Hab);113;1102000012188;Adolescentes y Adultos
2022_11020119;2022_11020119_02;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;55;Hombre;30.0;;Igual;35854.5285706451;Metropolitano (100mil y + Hab);113;1102000012898;Adolescentes y Adultos
2022_11020122;2022_11020122_03;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;22;Mujer;22.0;;Igual;80011.0171665538;Metropolitano (100mil y + Hab);113;1102000012898;Adolescentes y Adultos
2022_11020159;2022_11020159_01;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;43;Mujer;24.0;999.0;Igual;35716.8763500094;Metropolitano (100mil y + Hab);113;1102000013400;Adolescentes y Adultos
2022_11020180;2022_11020180_01;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;46;Hombre;20.0;36.0;Igual;29632.6303991589;Metropolitano (100mil y + Hab);113;1102000013400;Adolescentes y Adultos
2022_11020180;2022_11020180_03;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;17;Mujer;20.0;36.0;Mayor;44115.8178575519;Metropolitano (100mil y + Hab);113;1102000013400;Adolescentes y Adultos
2022_11020188;2022_11020188_01;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;30;Hombre;22.0;;Mayor;144290.065772856;Metropolitano (100mil y + Hab);113;1102000013468;Adolescentes y Adultos
2022_11020192;2022_11020192_01;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;46;Hombre;22.0;;Igual;17133.7739350517;Metropolitano (100mil y + Hab);113;1102000013468;Adolescentes y Adultos
2022_11020203;2022_11020203_03;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;21;Mujer;26.0;;Igual;73542.112694011;Metropolitano (100mil y + Hab);113;1102000013468;Adolescentes y Adultos
2022_11020222;2022_11020222_01;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;60;Hombre;22.0;;Igual;22859.5166243765;Metropolitano (100mil y + Hab);113;1102000013792;Adolescentes y Adultos
2022_11020237;2022_11020237_04;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;13;Hombre;19.0;;Mayor;37548.7781773343;Metropolitano (100mil y + Hab);113;1102000013792;Adolescentes y Adultos
2022_11020239;2022_11020239_01;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;38;Hombre;32.0;;Igual;41643.4722487677;Metropolitano (100mil y + Hab);113;1102000013792;Adolescentes y Adultos
2022_11020241;2022_11020241_04;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;17;Mujer;50.0;;Mayor;29447.4475675521;Metropolitano (100mil y + Hab);113;1102000013792;Adolescentes y Adultos
2022_11020261;2022_11020261_02;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;46;Mujer;33.0;;Igual;35079.2168146702;Metropolitano (100mil y + Hab);113;1102000013913;Adolescentes y Adultos
2022_11020274;2022_11020274_01;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;27;Hombre;32.0;999.0;Igual;205564.099929059;Metropolitano (100mil y + Hab);113;1102000014786;Adolescentes y Adultos
2022_11020327;2022_11020327_02;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;53;Mujer;24.0;;Igual;19932.8810215446;Rural  ( <2500 Hab );111;1102000000035;Adolescentes y Adultos
2022_11020336;2022_11020336_04;2;1;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;17;Hombre;25.0;;Igual;23834.7937290508;Rural  ( <2500 Hab );111;1102000000035;Adolescentes y Adultos
2022_11020340;2022_11020340_02;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;37;Mujer;26.0;;Mayor;64716.2872596158;Rural  ( <2500 Hab );111;1102000000035;Adolescentes y Adultos
2022_11020341;2022_11020341_01;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;47;Hombre;30.0;;Igual;11822.3413736805;Rural  ( <2500 Hab );111;1102000000035;Adolescentes y Adultos
2022_11020345;2022_11020345_01;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;68;Hombre;999.9;;Igual;23644.6827473609;Rural  ( <2500 Hab );111;1102000000035;Adolescentes y Adultos
2022_11020355;2022_11020355_01;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;49;Hombre;24.0;;Igual;23644.6827473609;Rural  ( <2500 Hab );111;1102000000035;Adolescentes y Adultos
2022_11020355;2022_11020355_03;2;1;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;23;Mujer;29.0;;Igual;64716.2872596158;Rural  ( <2500 Hab );111;1102000000035;Adolescentes y Adultos
2022_11023006;2022_11023006_02;1;0;0;0;11;11 GUANAJUATO;23;023 PÉNJAMO;Centro Norte;65;Mujer;27.0;;Igual;44105.0575414421;Urbano ( 2500-99,999 Hab);112;1102300010291;Adolescentes y Adultos
2022_11023011;2022_11023011_02;1;0;0;0;11;11 GUANAJUATO;23;023 PÉNJAMO;Centro Norte;60;Mujer;36.0;26.0;Igual;75993.7445769802;Urbano ( 2500-99,999 Hab);112;1102300010291;Adolescentes y Adultos
2022_11023019;2022_11023019_04;1;0;0;0;11;11 GUANAJUATO;23;023 PÉNJAMO;Centro Norte;19;Mujer;54.0;30.0;Mayor;28591.5001874267;Urbano ( 2500-99,999 Hab);112;1102300010291;Adolescentes y Adultos
2022_11023029;2022_11023029_02;1;0;0;0;11;11 GUANAJUATO;23;023 PÉNJAMO;Centro Norte;39;Mujer;26.0;;Mayor;78173.3563306493;Urbano ( 2500-99,999 Hab);112;1102300010291;Adolescentes y Adultos
2022_11023035;2022_11023035_01;1;0;0;0;11;11 GUANAJUATO;23;023 PÉNJAMO;Centro Norte;51;Mujer;999.0;;Igual;17053.5839755212;Rural  ( <2500 Hab );111;1102300000056;Adolescentes y Adultos
